web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680878369-1246","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","06:00","Despejado","17°","9 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1247","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","06:30","Despejado","17°","11 km/h","48%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1248","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","07:00","Nubes dispersas","17°","11 km/h","55%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1249","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","07:30","Nubes dispersas","17°","9 km/h","55%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1250","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","08:00","Nubes dispersas","16°","9 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1251","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","08:30","Nubes dispersas","15°","4 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1252","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","09:00","Nubes dispersas","19°","6 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1253","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","09:30","Nubes dispersas","20°","15 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1254","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","10:00","Nubes dispersas","21°","11 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1255","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","10:30","Nubes dispersas","22°","13 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1256","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","11:00","Despejado","23°","13 km/h","61%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1257","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","11:30","Despejado","23°","20 km/h","65%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1258","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","12:00","Despejado","24°","22 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1259","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","12:30","Despejado","24°","24 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1260","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","13:00","Despejado","25°","24 km/h","39%","1018 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1261","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","13:30","Despejado","25°","26 km/h","34%","1018 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1262","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","14:00","Despejado","25°","30 km/h","32%","1017 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1263","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","14:30","Despejado","25°","28 km/h","30%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1264","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","15:00","Despejado","25°","28 > 46 km/h","34%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1265","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","15:30","Despejado","25°","28 km/h","39%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1266","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","16:00","Despejado","24°","28 km/h","47%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1267","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","16:30","Despejado","23°","26 km/h","50%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1268","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","17:00","Despejado","23°","28 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1269","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","17:30","Despejado","22°","24 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1270","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","18:00","Despejado","22°","19 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1271","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","18:30","Despejado","21°","13 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1272","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","19:00","Despejado","19°","11 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1273","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","19:30","Despejado","20°","9 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1274","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","20:00","Despejado","20°","2 km/h","43%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1275","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","20:30","Despejado","19°","6 km/h","52%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1276","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","21:00","Despejado","18°","En calma","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1277","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","21:30","Despejado","19°","4 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1278","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","22:00","Despejado","18°","7 km/h","59%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1279","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","22:30","Despejado","18°","6 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1280","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","23:00","Despejado","18°","6 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878369-1281","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","23:30","Despejado","18°","6 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680878371-1282","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","00:00","Despejado","18°","11 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1283","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1284","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","00:30","Despejado","18°","11 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1285","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","01:00","Despejado","18°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1286","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","01:30","Despejado","18°","7 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1287","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","02:00","Despejado","17°","7 km/h","72%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1288","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","02:30","Despejado","17°","6 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1289","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","03:00","Nubes dispersas","17°","7 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1290","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","03:30","Nubes dispersas","16°","11 km/h","82%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1291","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","04:00","Nubes dispersas","17°","11 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1292","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","04:30","Nubes dispersas","17°","11 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1293","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","05:00","Nubes dispersas","17°","11 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1294","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","05:30","Nubes dispersas","17°","13 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1295","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","06:00","Nubes dispersas","17°","11 km/h","82%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1296","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","06:30","Nubes dispersas","17°","11 km/h","82%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1297","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","07:00","Parcialmente cubierto","17°","9 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1298","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","07:30","Parcialmente cubierto","19°","11 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1299","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","08:00","Parcialmente cubierto","17°","9 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1300","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","08:30","Nubes dispersas","17°","7 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1301","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","09:00","Nubes dispersas","20°","9 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1302","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","09:30","Nubes dispersas","21°","13 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1303","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","10:00","Parcialmente cubierto","22°","17 km/h","64%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1304","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","10:30","Nubes dispersas","22°","20 km/h","64%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1305","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","11:00","Nubes dispersas","23°","22 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1306","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","11:30","Nubes dispersas","23°","22 km/h","57%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1307","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","12:00","Nubes dispersas","23°","20 km/h","53%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1308","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","12:30","Nubes dispersas","23°","22 km/h","50%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1309","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","13:00","Nubes dispersas","24°","22 km/h","50%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1310","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","13:30","Nubes dispersas","23°","22 km/h","50%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1311","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","14:00","Nubes dispersas","23°","22 km/h","53%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1312","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","14:30","Nubes dispersas","23°","19 > 43 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1313","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","15:00","Nubes dispersas","22°","17 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1314","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","15:30","Nubes dispersas","23°","19 km/h","61%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1315","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","16:00","Nubes dispersas","22°","19 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1316","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","16:30","Nubes dispersas","23°","17 km/h","53%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1317","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","17:00","Nubes dispersas","22°","15 km/h","57%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1318","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","17:30","Nubes dispersas","22°","13 km/h","57%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1319","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","18:00","Despejado","21°","11 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1320","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","18:30","Despejado","21°","7 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1321","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","19:00","Despejado","21°","7 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1322","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","19:30","Despejado","20°","En calma","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1323","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","20:00","Despejado","20°","4 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1324","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","20:30","Despejado","20°","6 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1325","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","21:00","Despejado","19°","6 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1326","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","21:30","Despejado","19°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1327","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","22:00","Despejado","19°","9 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1328","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","22:30","Despejado","19°","11 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1329","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","23:00","Despejado","20°","6 km/h","46%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878371-1330","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","23:30","Despejado","21°","4 km/h","49%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680878374-1331","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","00:00","Despejado","21°","6 km/h","49%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1332","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1333","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","00:30","Despejado","21°","6 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1334","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","01:00","Despejado","22°","4 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1335","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","01:30","Despejado","21°","6 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1336","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","02:00","Despejado","22°","24 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1337","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","02:30","Despejado","22°","35 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1338","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","03:00","Despejado","22°","32 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1339","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","03:30","Despejado","22°","35 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1340","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","04:00","Despejado","22°","33 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1341","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","04:30","Despejado","22°","37 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1342","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","05:00","Despejado","22°","39 km/h","46%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1343","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","05:30","Despejado","21°","39 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1344","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","06:00","Despejado","21°","39 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1345","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","06:30","Despejado","21°","37 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1346","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","07:00","Despejado","21°","41 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1347","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","07:30","Despejado","21°","41 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1348","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","08:00","Despejado","21°","39 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1349","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","08:30","Despejado","21°","39 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1350","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","09:00","Despejado","21°","41 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1351","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","09:30","Despejado","22°","37 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1352","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","10:00","Despejado","21°","30 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1353","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","10:30","Nubes dispersas","21°","30 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1354","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","11:00","Nubes dispersas","21°","26 km/h","56%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1355","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","11:30","Nubes dispersas","21°","22 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1356","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","12:00","Parcialmente cubierto","21°","19 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1357","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","12:30","Parcialmente cubierto","21°","15 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1358","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:00","Mayormente cubierto","21°","15 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1359","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:30","Parcialmente cubierto","22°","19 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1360","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","13:53","Neblina","22°","17 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1361","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","14:00","Neblina","22°","19 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1362","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","14:30","Neblina","22°","13 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1363","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","15:00","Neblina","22°","6 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680878374-1364","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","15:30","Neblina","22°","7 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
